ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
4329,Especialista DevOps Sênior,NeoNetworks Soluções,DevOps,Sênior,Teresina,PI,Presencial,PJ,19173,28880,10,"Linux, CI/CD, Terraform, Gestão de tempo, Tomada de decisão, Inteligência emocional, JavaScript, Jenkins, React","Vale-Refeição, Vale-Transporte, Plano de Saúde","Totam vero dolorem. Non inventore quia. Id nobis aliquid.
Et eveniet fugiat reprehenderit. Eaque sapiente accusantium doloribus doloremque quod.
Quasi facere delectus ad reprehenderit praesentium quia. Aut consequuntur aut dolorem.
Sapiente vero cupiditate illum saepe quas. Ea dolore deleniti debitis quibusdam quis cupiditate. Blanditiis laborum voluptate vitae repudiandae.
Dolor veritatis fuga consequatur. Quae minus sed at nihil sint.",23/04/2023,3,https://carreiras.neonetworkssoluções.com.br/vaga/4329
4330,Especialista em Redes Pleno,InnovaTech,Administração de Redes,Pleno,Rio de Janeiro,RJ,Híbrido,PJ,16884,20475,5,"Python, Angular, TCP/IP, Node.js, Feedback construtivo, Tomada de decisão, PHP, Windows Server, Roteadores, VLAN, Firewalls, Adaptabilidade, Cisco, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Mollitia harum praesentium ipsa natus deleniti eius. Maxime placeat consequuntur nemo nostrum consequuntur beatae.
Facilis alias debitis ex fugit quasi. Assumenda consequuntur quasi. Fugiat porro vel incidunt aliquam atque quas.
Eveniet hic repellat deleniti mollitia atque reiciendis perspiciatis. Quas beatae aperiam ad tempora minima. Adipisci error deleniti recusandae nobis voluptatum quae sit.",27/10/2023,3,https://carreiras.innovatech.com.br/vaga/4330
4331,Especialista em Segurança da Informação Especialista,InnoSoftware,Segurança da Informação,Especialista,Brasília,DF,Híbrido,Temporário,10819,13265,3,"Criptografia, Criatividade, Segurança de Redes, Análise de Vulnerabilidades, Inteligência emocional, Trabalho em equipe, CI/CD, Resolução de problemas, Pentest, React, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Natus architecto perspiciatis nulla rem nisi. Aliquam earum odio quo ipsam tempore. Itaque recusandae at reiciendis delectus.
Error occaecati dolore alias. Odit cum totam nemo non voluptates iusto. Doloribus veritatis rem exercitationem vitae amet commodi.
Cumque mollitia illo consequuntur dicta veritatis. Voluptas excepturi quas eius exercitationem quia amet.
Aspernatur ut veniam dolore culpa cum. Laborum cum quisquam cumque illum. Officiis temporibus rerum earum.",16/02/2023,2,https://carreiras.innosoftware.com.br/vaga/4331
4332,Engenheiro de IoT Especialista,HyperTechnologies,IoT,Especialista,Teresina,PI,Remoto,PJ,2762,5678,6,"Networking, Resolução de problemas, Sensores, MQTT, Swift, Arduino, Comunicação, CI/CD, Sistemas Embarcados","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Magni consectetur optio reprehenderit animi nostrum vel. Saepe maxime labore nostrum saepe.
Nisi alias harum porro aliquam eligendi facilis velit. Fugiat alias totam tempora suscipit porro voluptatibus.
Suscipit nam rerum omnis esse autem earum. Veritatis alias est sint animi ipsam consequuntur. Labore dolorum in illum.
Cum asperiores quidem a blanditiis. Cum ullam adipisci illum ipsa necessitatibus excepturi. Officia harum autem sapiente.",09/05/2023,3,https://carreiras.hypertechnologies.com.br/vaga/4332
4333,Engenheiro de IA Pleno,HyperIT,Inteligência Artificial,Pleno,Manaus,AM,Remoto,Trainee,11426,17664,2,"NLP, Feedback construtivo, Computer Vision, Flask, Trabalho em equipe, PyTorch, Persuasão, Cybersecurity, Rust, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Deserunt placeat enim. Blanditiis cum tempore aspernatur.
Earum ipsum incidunt distinctio vel ipsa. Consequatur perferendis harum deserunt.
Neque quos totam quia illo. Illum vero atque minima. Mollitia reprehenderit aliquam molestias itaque sapiente.
Impedit quo expedita. Odit quidem quos animi et dolor quod.
Earum praesentium delectus dolor. Nulla odit suscipit deleniti officiis at. Alias voluptas non consectetur.",16/02/2023,2,https://carreiras.hyperit.com.br/vaga/4333
4334,Especialista DevOps Pleno,NeoNetworks Inc.,DevOps,Pleno,São Paulo,SP,Remoto,CLT,7807,9126,8,"Azure, Angular, AWS, Resiliência, Empatia, Docker, GCP, Organização, MongoDB, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Facilis provident neque vel error cupiditate. Natus sapiente repellendus aut vitae vitae architecto. Veritatis dolores delectus recusandae inventore excepturi occaecati voluptate.
Aliquid corrupti aut quo quaerat ex. Qui non commodi neque exercitationem exercitationem.
Repellat sunt qui mollitia sint. Sint assumenda molestiae delectus ea non dolorem. Ipsam cupiditate distinctio doloremque.
Quod itaque voluptas laudantium necessitatibus consectetur. Aspernatur sint animi.",05/10/2024,5,https://carreiras.neonetworksinc.com.br/vaga/4334
4335,UI Designer Gerente,NextCompute Tech,UX/UI Design,Gerente,Campinas,SP,Remoto,CLT,14880,18721,3,"Node.js, Sketch, Adobe XD, Figma, C#, Flask, Trabalho em equipe, Prototipagem, TensorFlow, Resiliência, Usabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Reprehenderit culpa corporis quo. Soluta odit explicabo sunt minus. Vero dolorem non expedita minus et rerum. Corporis assumenda pariatur neque molestias temporibus veniam.
Tenetur officia consectetur culpa neque. Cum assumenda quibusdam libero.
Consequatur culpa officiis aliquid soluta. Alias nostrum aliquid sunt dolorum.
Officiis quas aperiam veritatis. Architecto quis maiores labore accusantium illum. Optio quos accusamus accusantium nobis necessitatibus.",14/07/2024,2,https://carreiras.nextcomputetech.com.br/vaga/4335
4336,Especialista em ML Júnior,EcoSystems,Machine Learning,Júnior,Curitiba,PR,Remoto,CLT,15992,18976,0,"C++, Python, NLP, Mentalidade de crescimento, Empatia, Trabalho em equipe, PyTorch, TensorFlow, CI/CD, Resiliência, Scikit-Learn, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","Sint voluptatem tempora repellat sint nobis corporis. Consequatur aspernatur ut quis. Earum accusantium fugiat odio veritatis eveniet consequatur. Enim ipsa eos modi facere tempora dolores.
Fuga debitis cupiditate sunt deleniti. Facere odit mollitia quod eum quas. Nisi minima delectus consequatur in eum. Expedita assumenda beatae consectetur.
Corporis provident nulla fugit. Delectus dicta sunt esse quia. Quos laborum saepe sapiente aperiam vitae deserunt.",01/08/2023,5,https://carreiras.ecosystems.com.br/vaga/4336
4337,Especialista em Segurança da Informação Diretor,UltraIT,Segurança da Informação,Diretor,Teresina,PI,Remoto,Trainee,16477,22912,4,"Azure, Mentalidade de crescimento, Feedback construtivo, Análise de Vulnerabilidades, Pensamento crítico, Oracle, Pentest, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Odit ab libero commodi aspernatur inventore mollitia. Totam minus est fugit eos officiis facilis sapiente.
Minima nam officia modi illum.
Accusantium ullam vel sit. Reprehenderit natus recusandae dolorum velit.
Ea eligendi illum fuga totam aliquid perferendis. Sed dolore consectetur aperiam accusantium facilis debitis.
Voluptas autem molestiae dolores ullam ipsa.
Consequatur in eligendi iure iure praesentium officia tempora. Assumenda magnam officia voluptatem.",22/04/2024,2,https://carreiras.ultrait.com.br/vaga/4337
4338,Engenheiro Full-Stack Especialista,PearlSystems,Desenvolvimento Full-Stack,Especialista,Fortaleza,CE,Presencial,Estágio,13062,22120,1,"Node.js, SQL, Tomada de decisão, Vue.js, Gerenciamento de conflitos, JavaScript, Tableau, REST API, Adaptabilidade, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Excepturi optio temporibus perferendis quaerat id vero. Dolore ex laboriosam distinctio eligendi iusto aliquid.
Perferendis voluptatum quisquam tenetur nemo atque veritatis. Ducimus perspiciatis incidunt tempore officia.
Facere neque corporis autem cupiditate deserunt quibusdam. Nesciunt neque nulla ipsam hic nam nihil tempora. Itaque labore deserunt dignissimos.
Cum ipsa magni neque dignissimos earum repudiandae qui.
Quae autem debitis sapiente reprehenderit commodi.",02/01/2023,5,https://carreiras.pearlsystems.com.br/vaga/4338
4339,Arquiteto de Dados Sênior,NeoTechnologies,Engenharia de Dados,Sênior,Recife,PE,Híbrido,Trainee,18149,24227,3,"Linux, .NET, Mentalidade de crescimento, Empatia, Kafka, Organização, PostgreSQL, JavaScript, Pensamento crítico, Hadoop","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Harum facilis saepe porro nostrum. Inventore veritatis eveniet ex. Excepturi voluptatum deleniti totam ipsa.
Qui quis distinctio adipisci deleniti dolor est reprehenderit. Amet ipsa repellat veritatis numquam. Aliquam accusamus necessitatibus numquam adipisci. Eius veniam provident eius quidem.
Consectetur ea tempore quia porro numquam recusandae. Sequi temporibus consequatur numquam illum pariatur magni.
Ipsum odit sequi possimus delectus doloribus vel reiciendis. Iure cumque facere eveniet.",17/11/2023,4,https://carreiras.neotechnologies.com.br/vaga/4339
4340,SRE Sênior,CyberCloud Soluções,DevOps,Sênior,Goiânia,GO,Remoto,Estágio,18191,25654,3,"Linux, Jenkins, Tableau, CI/CD, Resolução de problemas, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Exercitationem nulla aliquam consequuntur blanditiis rem neque.
Illum praesentium repellendus. Minus saepe nihil.
Velit quibusdam dolorem alias. Ipsum rerum odit expedita ab. Beatae mollitia placeat consectetur deleniti excepturi porro. Facere culpa aliquam.
Inventore laborum illo nemo dignissimos cum eos. Illum in velit fugiat quidem nisi. Dolore cupiditate velit ab iusto.
Eos hic quos esse. Blanditiis quidem assumenda.",01/09/2024,4,https://carreiras.cybercloudsoluções.com.br/vaga/4340
4341,Especialista em Internet das Coisas Júnior,InnoData Inc.,IoT,Júnior,Florianópolis,SC,Presencial,CLT,6166,15202,0,"Sensores, MQTT, MySQL, Vue.js, Spark, Comunicação, Inteligência emocional, Protocolos IoT, Sistemas Embarcados, Scrum, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","A blanditiis incidunt ipsum optio. Enim inventore voluptatem. Fugiat nostrum libero architecto inventore.
Mollitia sapiente perspiciatis. Autem at esse quam blanditiis. Maiores hic saepe deleniti.
Adipisci sapiente veniam laboriosam accusantium aperiam. Saepe eos omnis accusantium sequi.
Error harum inventore nisi asperiores eius possimus suscipit. Voluptatum blanditiis vel nihil. Soluta quod repellat.
Mollitia optio nobis alias. Deleniti assumenda aperiam adipisci at voluptatem harum.",09/12/2023,2,https://carreiras.innodatainc.com.br/vaga/4341
4342,Desenvolvedor de Banco de Dados Sênior,FutureDigital,Banco de Dados,Sênior,São Luís,MA,Remoto,CLT,10439,15231,4,"Modelagem de Dados, DBA, Feedback construtivo, MySQL, Redis, Gerenciamento de conflitos, C#, Organização, JavaScript, SQL, Jenkins, MongoDB","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eos sit beatae nam consequuntur impedit. Facilis occaecati similique at rerum quisquam.
Modi ipsam sit deleniti ducimus commodi maxime alias. Fugit unde veniam consequuntur ab totam quo. Voluptatum harum dolor maxime dolor at. Accusantium libero iste esse blanditiis.
Reiciendis commodi porro necessitatibus. Deleniti eaque cupiditate a quasi molestias sunt alias.
Architecto quo ipsa aliquam pariatur. Occaecati vero repellat sequi officiis quo.
Adipisci illo quia libero iure.",17/08/2024,5,https://carreiras.futuredigital.com.br/vaga/4342
4343,Engenheiro DevOps Sênior,DataCorp S.A.,DevOps,Sênior,Porto Alegre,RS,Híbrido,Estágio,15175,18844,4,"Azure, Power BI, Mentalidade de crescimento, Terraform, Gestão de tempo, GCP, Docker, PostgreSQL, Kubernetes, Git, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quam beatae eum fuga adipisci culpa animi. Provident quis ratione nemo sed quia esse. Amet esse impedit magni at.
Praesentium nam porro sed alias dolore. Minima consequatur dolorem temporibus pariatur aperiam nemo.
Culpa eum nam eveniet. Quia debitis a sequi magnam. Assumenda quae modi nulla ducimus possimus.
Nostrum sed voluptatem ipsum rem.
Atque praesentium temporibus quasi neque sit. Libero aliquid reprehenderit animi aliquid quasi. Pariatur blanditiis hic.",25/08/2023,5,https://carreiras.datacorpsa.com.br/vaga/4343
4344,Engenheiro de Dados Diretor,SilverStream Soluções,Engenharia de Dados,Diretor,Rio de Janeiro,RJ,Presencial,PJ,17200,24772,9,"Python, .NET, Networking, Tomada de decisão, PHP, Trabalho em equipe, ETL, Hadoop, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Velit atque dolorum quis illum laudantium. Repudiandae aspernatur beatae nemo velit sit.
Tempora at sapiente perferendis explicabo similique eaque. Distinctio consequuntur aliquid voluptate alias.
Adipisci ullam nemo. Expedita iusto repellendus ex necessitatibus consequuntur. Provident repellendus minus accusantium fugit quis illum quasi.
Perspiciatis quia nulla quas facilis. Autem neque maiores totam vel. Eos quos inventore nostrum sit sunt inventore. Non vitae explicabo inventore.",14/01/2024,1,https://carreiras.silverstreamsoluções.com.br/vaga/4344
4345,Engenheiro de Dados Especialista,PrimeSystems,Engenharia de Dados,Especialista,São Gonçalo,RJ,Remoto,Trainee,16442,22223,2,"Power BI, Python, MySQL, Airflow, Windows Server, Spark, Comunicação, ETL, Persuasão, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Perferendis veniam quam doloribus ipsa sequi quae. Veniam molestiae perspiciatis consequatur. Neque alias commodi dolor. Libero officiis distinctio impedit dolore corporis nobis.
Incidunt dolore enim non minus. Consequuntur dolorum corrupti perferendis quo ex accusamus. Fugit exercitationem eligendi voluptates voluptatem.
Assumenda nostrum velit perferendis velit fuga modi. Repellat autem at incidunt a esse labore repudiandae.",19/07/2024,4,https://carreiras.primesystems.com.br/vaga/4345
4346,Arquiteto de Soluções Diretor,CyberDigital,Arquitetura de Software,Diretor,Guarulhos,SP,Presencial,Temporário,3283,10430,10,"UML, Go, API Design, Node.js, Tomada de decisão, Windows Server, Organização, Design Patterns, Inteligência emocional, Microserviços, Adaptabilidade, SOA","Vale-Refeição, Vale-Transporte, Plano de Saúde","Reiciendis eaque dolorem officia quo deleniti. Enim inventore ut repellat laudantium quasi reiciendis.
Amet facere adipisci vel quibusdam quod aut. Magni eveniet dolor officiis. Possimus ducimus et aut illum.
Voluptatum soluta aperiam consequatur molestias. Maxime ut tenetur magnam. Quas sit unde totam adipisci ipsam.
Consequatur ducimus quaerat dolorum. Incidunt explicabo in quos voluptatum.
Harum doloribus illum molestias delectus nihil.",04/12/2024,1,https://carreiras.cyberdigital.com.br/vaga/4346
4347,Analista de Redes Especialista,UltraIT,Administração de Redes,Especialista,Campinas,SP,Remoto,Temporário,7894,12546,3,"Go, .NET, Feedback construtivo, Roteadores, VLAN, Persuasão, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Doloremque quae consectetur deserunt quod repellendus doloremque.
Rerum molestias nulla facere. In sapiente magni velit quae iure quia. Ratione asperiores maiores nobis magnam praesentium fugiat.
Culpa laudantium exercitationem nostrum quam tempora. Consequatur expedita soluta soluta consequatur nobis.
Molestias quod nobis incidunt aliquam optio molestias. Explicabo nihil dicta unde sunt.
Impedit facere odit voluptas recusandae architecto numquam.",27/02/2023,2,https://carreiras.ultrait.com.br/vaga/4347
4348,Especialista DevOps Diretor,CyberDigital,DevOps,Diretor,Belo Horizonte,MG,Remoto,Temporário,19059,27975,7,"Networking, Mentalidade de crescimento, AWS, Feedback construtivo, Network Security, GCP, Docker, Spark, Flask, Tableau, Kubernetes, Jenkins, Resiliência, React","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Quae neque dignissimos sunt qui cum. Rem inventore impedit tempore eaque. Eos et quo occaecati maxime.
Nihil accusamus animi voluptatum unde architecto neque nesciunt.
Perspiciatis quo esse facere quasi nisi. Fugit ratione dicta laboriosam ab.
Ipsum ipsam nisi quos veniam accusantium dolorum. Libero cum sunt eum.
Libero cum doloribus laudantium possimus numquam. Fuga voluptatem est dolore rerum sequi sunt. Minima pariatur impedit temporibus.
Eius et ipsa illum voluptatum amet est.",05/10/2023,5,https://carreiras.cyberdigital.com.br/vaga/4348
4349,Engenheiro de Dados Diretor,QuantumCode Inc.,Engenharia de Dados,Diretor,Maceió,AL,Presencial,Trainee,16356,25238,7,"Angular, SQL, Ética de trabalho, Spark, Trabalho em equipe, ETL, Tableau, Adaptabilidade, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","Ipsam voluptate vitae ut excepturi repellat qui. Quaerat sint odio quo recusandae ipsa similique assumenda.
Adipisci eveniet ab natus ad. Labore autem eum. Doloribus nulla dolor quod.
Minus aliquid amet recusandae repellat. Fuga voluptas in natus laborum fugiat.
Dolor quia sint deserunt quis distinctio impedit. Laudantium aperiam doloremque non eaque.
Nemo suscipit accusamus ut provident sequi. Repellendus incidunt autem consequatur adipisci. Sed architecto hic facere laborum at occaecati.",01/01/2023,4,https://carreiras.quantumcodeinc.com.br/vaga/4349
4350,Engenheiro de Machine Learning Júnior,NeoTechnologies,Machine Learning,Júnior,Teresina,PI,Híbrido,CLT,13265,18017,0,"Python, NLP, Mentalidade de crescimento, Feedback construtivo, Gestão de tempo, Kubernetes, Spark, Organização, Algoritmos de ML, PyTorch","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Molestias corporis hic ullam culpa sequi.
Ipsam cumque beatae perspiciatis harum ea quibusdam. Id ipsa facere sit dolores distinctio. Aperiam sapiente reiciendis quae illo tempora.
Libero doloribus voluptates pariatur et repudiandae repellendus. Illo culpa non quis.
Aut deleniti beatae autem et. Porro minima omnis quae nemo expedita.
Illo possimus minus at fuga. Voluptates esse doloremque eius.",06/01/2024,4,https://carreiras.neotechnologies.com.br/vaga/4350
4351,Desenvolvedor Android Júnior,HyperIT,Desenvolvimento Mobile,Júnior,São Gonçalo,RJ,Remoto,PJ,18840,20775,0,"Android Studio, Spring, Networking, Gestão de tempo, Swift, React Native, MySQL, Empatia, Kotlin, Tomada de decisão, PyTorch, CI/CD, iOS, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde","Debitis a sit deserunt reiciendis est perferendis modi. Aspernatur doloremque aperiam rem. Quos pariatur blanditiis asperiores placeat facilis vero reprehenderit. Recusandae nam consequuntur saepe quae laboriosam consequuntur.
Tenetur consequatur perferendis quaerat numquam perferendis earum. Iusto vitae rem quibusdam assumenda accusamus molestias.
Odit perspiciatis perspiciatis dolorum eum odio. Id ipsam placeat delectus odit commodi tenetur.",25/12/2024,1,https://carreiras.hyperit.com.br/vaga/4351
4352,SysAdmin Júnior,FusionSystems,Administração de Sistemas,Júnior,Campinas,SP,Presencial,Trainee,10894,17276,0,"Linux, Angular, Feedback construtivo, Adaptabilidade, Tomada de decisão, Windows Server, Tableau, Pensamento crítico, Scrum, Active Directory, Shell Script","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Rerum magnam nihil asperiores et. Doloremque aliquid ullam numquam perferendis soluta quod. Eaque adipisci aliquam optio. Sed fuga quae illo voluptas aperiam excepturi officia.
Voluptatibus ipsam quidem.
Similique quasi at nesciunt iste. Fuga in inventore quidem nesciunt iste accusamus. Sit ut omnis eligendi molestias hic libero reprehenderit.
Adipisci molestiae magni dolore. Provident sit amet laboriosam fugiat placeat explicabo fuga. Asperiores velit in corporis mollitia.",05/11/2023,3,https://carreiras.fusionsystems.com.br/vaga/4352
4353,Especialista em Blockchain Especialista,CyberSystems,Blockchain,Especialista,São Gonçalo,RJ,Híbrido,CLT,7730,11090,1,"Java, Criptografia, Ethereum, Solidity, Comunicação, Organização, Ruby, Trabalho em equipe, SQL, DApps, Smart Contracts","Vale-Refeição, Vale-Transporte, Plano de Saúde","Reprehenderit magni ipsum porro quam. Beatae sequi ex harum adipisci.
Culpa maiores beatae voluptate corrupti ipsum. Enim harum nam perferendis. Numquam blanditiis sint similique.
Aut et voluptate explicabo vel iste. Nobis maiores nesciunt rem neque.
Veritatis quo eligendi vitae earum. Ducimus blanditiis neque ab quia sit delectus. Distinctio nesciunt rerum quaerat.
Ratione animi consequatur ex nobis vero. Neque delectus dolor tempora. Nulla minima quaerat. Inventore molestias illo reiciendis.",14/04/2024,2,https://carreiras.cybersystems.com.br/vaga/4353
4354,Especialista DevOps Diretor,EmeraldSoft Systems,DevOps,Diretor,Recife,PE,Presencial,Temporário,19707,26900,8,"CI/CD, GCP, Tableau, SQL, Jenkins, Resolução de problemas, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Ex eveniet odit quidem distinctio. Repellendus impedit recusandae ea error. Provident provident error est itaque.
Ad inventore doloribus ipsa. Ratione quo sunt facilis impedit.
Officia aliquam eligendi iste nobis quod. Nobis atque reprehenderit omnis aperiam quaerat. Possimus modi ut sunt quisquam sequi soluta expedita.
Enim alias architecto voluptas consectetur similique hic. Quaerat voluptates quisquam ipsa illo vel ratione. Excepturi ut ipsum accusantium repudiandae voluptatibus.",23/05/2023,5,https://carreiras.emeraldsoftsystems.com.br/vaga/4354
4355,SRE Sênior,OmniTechnologies,DevOps,Sênior,São Gonçalo,RJ,Remoto,Trainee,17840,26623,3,"Python, Terraform, AWS, Swift, Empatia, Kubernetes, CI/CD, Resiliência, Scrum, Adaptabilidade, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Sapiente nisi at animi laudantium. Quis nam delectus. Nostrum nemo sit.
Molestiae ipsa aliquid perferendis. Impedit consequuntur quos voluptatem. Vitae molestias doloremque facere assumenda consequatur.
Ut voluptatibus tempore blanditiis. Ut harum ab. Illum animi odit fugiat corrupti doloribus qui.
Quae praesentium corrupti vero tenetur nulla. Aut veniam reprehenderit distinctio reprehenderit.
Dolorum eum occaecati nemo id. Labore dolor iusto. Impedit nam quas et.",14/09/2023,4,https://carreiras.omnitechnologies.com.br/vaga/4355
4356,Desenvolvedor Full-Stack Pleno,RubyTech,Desenvolvimento Full-Stack,Pleno,Belém,PA,Híbrido,Estágio,4355,13780,3,"Java, Networking, TypeScript, Ética de trabalho, Flask, SQL, MongoDB, React","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Cumque voluptates cumque quidem officiis voluptatibus voluptates. Enim et nam culpa natus debitis quas eum. Esse beatae rerum nisi tenetur.
Deleniti ipsa quisquam dicta. Vitae consequuntur molestias inventore molestias. A libero quaerat aliquid deleniti cumque.
Eligendi hic reprehenderit recusandae. Nobis nam a veniam totam eum. Animi rerum aliquam voluptates voluptatum illo molestias.
Eos mollitia eveniet sequi reprehenderit labore.
Officia consequuntur illum laboriosam.",02/11/2024,2,https://carreiras.rubytech.com.br/vaga/4356
4357,Especialista em ML Pleno,ByteWise S.A.,Machine Learning,Pleno,Porto Alegre,RS,Remoto,Temporário,15991,17166,10,"Python, Go, NLP, Vue.js, Spark, Inteligência emocional, PyTorch, TensorFlow, Resolução de problemas, Resiliência, Scikit-Learn","Vale-Refeição, Vale-Transporte, Plano de Saúde","Illo repellendus similique facilis assumenda molestias nihil provident. Expedita ratione ducimus rerum ipsam neque earum. Doloribus minus suscipit iusto minus ex temporibus.
Eveniet possimus eligendi. Ea reiciendis recusandae quasi sequi asperiores minima. Magni veritatis nemo reiciendis aliquam.
Quisquam facere quidem cupiditate sit dolor sit unde. Tempore non architecto saepe rerum.
Incidunt a dolores. Laboriosam quidem reiciendis esse rem inventore voluptates et.",01/05/2024,1,https://carreiras.bytewisesa.com.br/vaga/4357
4358,DBA Sênior,SmartTechnologies,Banco de Dados,Sênior,São Gonçalo,RJ,Remoto,Estágio,19643,22669,2,"Modelagem de Dados, Mentalidade de crescimento, AWS, Redis, Empatia, Spark, Organização, PostgreSQL, PyTorch, SQL, MongoDB, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","In veniam maiores enim rem tempore. Sit architecto animi doloremque occaecati temporibus reiciendis. Provident voluptates sit modi sit natus.
Minus corrupti maiores optio quaerat fugit impedit sapiente. Magnam qui exercitationem modi.
Quidem vitae illum suscipit quas provident perspiciatis voluptates. Aliquid expedita placeat facilis nesciunt cum. Quos expedita pariatur laudantium accusamus.
Et consequatur voluptatem eos earum. Ullam unde id sit consequuntur sint eaque.",03/06/2023,4,https://carreiras.smarttechnologies.com.br/vaga/4358
4359,Especialista em Analytics Gerente,CyberIT,Ciência de Dados,Gerente,Recife,PE,Remoto,Trainee,4004,13135,1,"R, Node.js, Mentalidade de crescimento, Network Security, Gerenciamento de conflitos, Inteligência emocional, SQL, Pensamento crítico, Scikit-Learn, Estatística","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Id dolores quisquam sed voluptates earum consequuntur. Commodi tempore quod in vero cumque.
Assumenda quo omnis excepturi. Fugit deleniti quis praesentium. Est beatae provident explicabo.
Quia sit iure possimus. Iusto amet nesciunt eum deleniti dolores. Eligendi nesciunt reprehenderit quam nulla necessitatibus illo. Dolore nostrum necessitatibus nostrum at.
Iusto facilis dignissimos est.",26/02/2023,1,https://carreiras.cyberit.com.br/vaga/4359
4360,Especialista em Business Intelligence Gerente,MetaLogic Systems,Business Intelligence,Gerente,Goiânia,GO,Presencial,PJ,16860,21836,9,"SQL, Gestão de tempo, Trabalho em equipe, JavaScript, PostgreSQL, Tableau, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Incidunt ex maiores rem eos. Officia sint beatae. Voluptate inventore error doloremque.
Consequuntur perspiciatis deleniti qui totam corrupti qui cum. Accusamus rem facere animi maxime eaque. Quisquam nostrum consequatur beatae in quia asperiores.
Velit accusantium ad veniam. Magnam et qui illo adipisci autem.
Saepe rerum ipsum quod beatae possimus officiis doloribus. Voluptatibus similique nostrum et officiis autem doloremque. Atque possimus ipsum recusandae.",09/08/2023,5,https://carreiras.metalogicsystems.com.br/vaga/4360
4361,UX Designer Especialista,BrainWare Systems,UX/UI Design,Especialista,Rio de Janeiro,RJ,Presencial,CLT,7672,9348,5,"Node.js, Agile, Network Security, Adobe XD, Inteligência emocional, JavaScript, Prototipagem, SQL, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Totam possimus rerum ab maiores quisquam est. Atque tempora nihil eos modi.
Velit numquam ad dolor quo. Aliquam distinctio expedita minus quia sapiente iure.
Aliquid necessitatibus maiores a iste totam eos quibusdam. Quos expedita possimus itaque.
Perferendis dicta exercitationem cum. Sed illum eligendi occaecati.
Consequatur cum assumenda beatae. Earum quos dolorem quae.
Tempora nobis enim id veniam cupiditate. Nulla delectus deleniti doloremque. Maxime explicabo eveniet aspernatur.",27/01/2023,5,https://carreiras.brainwaresystems.com.br/vaga/4361
